Conditions,DateUTC,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
Clear,11/21/2014 6:51:00,-14.4,,31.5,36,,1017.5,-1.1,,1:51 AM,16.1,WNW,20.4,290
Clear,11/21/2014 7:51:00,-13.3,,,40,,1018.3,-1.1,,2:51 AM,16.1,North,-9999,0
Clear,11/21/2014 8:51:00,-13.3,,25.9,41,,1018.9,-1.7,,3:51 AM,16.1,Variable,9.3,0
Clear,11/21/2014 9:51:00,-13.3,,33.3,41,,1019.8,-1.7,,4:51 AM,16.1,West,16.7,280
Clear,11/21/2014 10:51:00,-12.8,,,45,,1021.1,-2.2,,5:51 AM,16.1,West,9.3,280
Clear,11/21/2014 11:51:00,-12.8,,27.8,45,,1022.2,-2.2,,6:51 AM,16.1,Variable,11.1,0
Clear,11/21/2014 12:51:00,-12.8,,37,45,,1023.4,-2.2,,7:51 AM,16.1,WNW,16.7,290
Clear,11/21/2014 13:51:00,-12.8,,31.5,43,,1024.5,-1.7,,8:51 AM,16.1,Variable,9.3,0
Clear,11/21/2014 14:51:00,-13.3,,31.5,40,,1024.9,-1.1,,9:51 AM,16.1,WNW,16.7,300
Clear,11/21/2014 15:51:00,-13.3,,37,37,,1025.3,0,,10:51 AM,16.1,Variable,11.1,0
Clear,11/21/2014 16:51:00,-13.3,,33.3,33,,1025.2,1.7,,11:51 AM,16.1,WNW,13,300
Partly Cloudy,11/21/2014 17:51:00,-13.3,,33.3,33,,1025.2,1.7,,12:51 PM,16.1,WNW,16.7,300
Partly Cloudy,11/21/2014 18:51:00,-13.3,,37,31,,1026.3,2.2,,1:51 PM,16.1,WNW,18.5,300
Clear,11/21/2014 19:51:00,-13.9,,35.2,30,,1027,2.2,,2:51 PM,16.1,NW,18.5,310
Clear,11/21/2014 20:51:00,-13.9,,,31,,1028.2,1.7,,3:51 PM,16.1,NW,14.8,310
Clear,11/21/2014 21:51:00,-13.9,,,32,,1029.5,1.1,,4:51 PM,16.1,NW,13,310
Clear,11/21/2014 22:51:00,-13.3,,27.8,34,,1030.7,1.1,,5:51 PM,16.1,Variable,11.1,0
Clear,11/21/2014 23:51:00,-12.8,,,37,,1031.7,0.6,,6:51 PM,16.1,North,-9999,0
Clear,11/22/2014 0:51:00,-12.8,,,38,,1032.1,0,,7:51 PM,16.1,North,13,350
Clear,11/22/2014 1:51:00,-12.8,,,40,,1032.2,-0.6,,8:51 PM,16.1,Variable,9.3,0
Clear,11/22/2014 2:51:00,-12.8,,,40,,1032.6,-0.6,,9:51 PM,16.1,NE,5.6,50
Clear,11/22/2014 3:51:00,-12.8,,,40,,1032.8,-0.6,,10:51 PM,16.1,Calm,Calm,0
Clear,11/22/2014 4:51:00,-13.3,,,38,,1032.9,-0.6,,11:51 PM,16.1,Calm,Calm,0
Clear,11/22/2014 5:51:00,-13.3,,,38,,1032.7,-0.6,,12:51 AM,16.1,WSW,7.4,250
Clear,11/22/2014 6:51:00,-12.8,,,40,,1032.4,-0.6,,1:51 AM,16.1,Calm,Calm,0
Clear,11/22/2014 7:51:00,-12.2,,,42,,1032.4,-0.6,,2:51 AM,16.1,West,5.6,260
Clear,11/22/2014 8:51:00,-12.2,,,45,,1031.9,-1.7,,3:51 AM,16.1,Variable,5.6,0
Clear,11/22/2014 9:51:00,-12.2,,,45,,1031.9,-1.7,,4:51 AM,16.1,Calm,Calm,0
Clear,11/22/2014 10:51:00,-11.7,,,47,,1032.3,-1.7,,5:51 AM,16.1,West,14.8,260
Clear,11/22/2014 11:51:00,-11.7,,,49,,1032.2,-2.2,,6:51 AM,16.1,Calm,Calm,0
Clear,11/22/2014 12:51:00,-11.7,,,49,,1032.1,-2.2,,7:51 AM,16.1,Variable,9.3,0
Clear,11/22/2014 13:51:00,-12.2,,,42,,1031.9,-0.6,,8:51 AM,16.1,North,-9999,0
Clear,11/22/2014 14:51:00,-12.2,,,38,,1031,0.6,,9:51 AM,16.1,Calm,Calm,0
Clear,11/22/2014 15:51:00,-12.2,,,35,,1030.1,1.7,,10:51 AM,16.1,SW,7.4,230
Clear,11/22/2014 16:51:00,-11.7,,,33,,1028.6,3.3,,11:51 AM,16.1,West,13,260
Clear,11/22/2014 17:51:00,-12.2,,29.6,29,,1027,4.4,,12:51 PM,16.1,Variable,9.3,0
Clear,11/22/2014 18:51:00,-11.1,,,31,,1026,5,,1:51 PM,16.1,Variable,9.3,0
Mostly Cloudy,11/22/2014 19:51:00,-10,,,31,,1025.5,6.1,,2:51 PM,16.1,WSW,14.8,250
Overcast,11/22/2014 20:51:00,-9.4,,,34,,1025.2,5.6,,3:51 PM,16.1,Variable,5.6,0
Overcast,11/22/2014 21:51:00,-8.3,,,37,,1024.3,5.6,,4:51 PM,16.1,Variable,9.3,0
Overcast,11/22/2014 22:51:00,-8.3,,,35,,1024.6,6.1,,5:51 PM,16.1,Variable,7.4,0
Mostly Cloudy,11/22/2014 23:51:00,-8.3,,,35,,1023.7,6.1,,6:51 PM,16.1,WSW,11.1,240
Mostly Cloudy,11/23/2014 0:51:00,-7.8,,27.8,35,,1023.3,6.7,,7:51 PM,16.1,West,13,260
Scattered Clouds,11/23/2014 1:51:00,-7.8,,,37,,1023.1,6.1,,8:51 PM,16.1,North,-9999,0
Clear,11/23/2014 2:51:00,-7.2,,,38,,1022.9,6.1,,9:51 PM,16.1,Variable,7.4,0
Partly Cloudy,11/23/2014 3:51:00,-7.2,,,38,,1022.8,6.1,,10:51 PM,16.1,Variable,11.1,0
Overcast,11/23/2014 4:51:00,-7.2,,29.6,37,,1022.5,6.7,,11:51 PM,16.1,West,14.8,270
Scattered Clouds,11/23/2014 5:51:00,-7.2,,35.2,37,,1021.9,6.7,,12:51 AM,16.1,West,16.7,260
Clear,11/23/2014 6:51:00,-6.7,,,37,,1021.8,7.2,,1:51 AM,16.1,West,14.8,260
Clear,11/23/2014 7:51:00,-6.7,,37,38,,1021.6,6.7,,2:51 AM,16.1,WSW,18.5,240
Mostly Cloudy,11/23/2014 8:51:00,-5.6,,,42,,1021.5,6.7,,3:51 AM,16.1,Variable,9.3,0
Overcast,11/23/2014 9:51:00,-5.6,,29.6,42,,1021.8,6.7,,4:51 AM,16.1,Variable,5.6,0
Overcast,11/23/2014 10:51:00,-5.6,,,43,,1022,6.1,,5:51 AM,16.1,Variable,5.6,0
Overcast,11/23/2014 11:51:00,-5.6,,,42,,1022.3,6.7,,6:51 AM,16.1,West,13,270
Overcast,11/23/2014 12:51:00,-6.1,,,40,,1022.9,6.7,,7:51 AM,16.1,West,14.8,260
Overcast,11/23/2014 13:51:00,-6.1,,,39,,1022.9,7.2,,8:51 AM,16.1,Variable,7.4,0
Overcast,11/23/2014 14:51:00,-6.1,,,36,,1022.8,8.3,,9:51 AM,16.1,Variable,5.6,0
Scattered Clouds,11/23/2014 15:51:00,-5.6,,,35,,1022,9.4,,10:51 AM,16.1,Variable,5.6,0
Clear,11/23/2014 16:51:00,-5.6,,,31,,1020.8,11.1,,11:51 AM,16.1,Calm,Calm,0
Clear,11/23/2014 17:51:00,-5,,,29,,1020.4,12.8,,12:51 PM,16.1,Calm,Calm,0
Clear,11/23/2014 18:51:00,-4.4,,,29,,1020.5,13.3,,1:51 PM,16.1,Variable,7.4,0
Clear,11/23/2014 19:51:00,-3.9,,,30,,1020.4,13.3,,2:51 PM,16.1,Calm,Calm,0
Clear,11/23/2014 20:51:00,-4.4,,,30,,1020.1,12.8,,3:51 PM,16.1,Calm,Calm,0
Clear,11/23/2014 21:51:00,-0.6,,,46,,1020.3,10.6,,4:51 PM,16.1,Calm,Calm,0
Clear,11/23/2014 22:51:00,-1.7,,,43,,1020.2,10.6,,5:51 PM,16.1,Calm,Calm,0
Clear,11/23/2014 23:51:00,-0.6,,,45,,1020,11.1,,6:51 PM,16.1,Calm,Calm,0
Clear,11/24/2014 0:51:00,0.6,,,47,,1019.6,11.7,,7:51 PM,16.1,South,5.6,180
Clear,11/24/2014 1:51:00,4.4,,,61,,1018.7,11.7,,8:51 PM,16.1,SSE,5.6,160
Clear,11/24/2014 2:51:00,6.1,,,69,,1018,11.7,,9:51 PM,16.1,South,5.6,170
Overcast,11/24/2014 3:51:00,8.3,,,77,,1016.9,12.2,,10:51 PM,14.5,South,5.6,180
Overcast,11/24/2014 4:51:00,9.4,,,83,,1015.6,12.2,,11:51 PM,14.5,East,5.6,100
Overcast,11/24/2014 5:03:00,8.9,,,80,,1016.1,12.2,,12:03 AM,14.5,Variable,5.6,0
Light Rain,11/24/2014 5:47:00,9,Rain,,82,0,1014.8,12,,12:47 AM,4,Variable,5.6,0
Light Rain,11/24/2014 5:51:00,9.4,Rain,,86,0.01,1013.8,11.7,,12:51 AM,4,East,7.4,80
Light Rain,11/24/2014 5:54:00,9.4,Rain,,86,0,1014.4,11.7,,12:54 AM,4.8,ENE,7.4,70
Overcast,11/24/2014 6:12:00,9.4,,,86,0,1014.1,11.7,,1:12 AM,6.4,ENE,7.4,60
Light Rain,11/24/2014 6:28:00,10,Rain,,89,0.01,1013.8,11.7,,1:28 AM,4,ENE,7.4,70
Overcast,11/24/2014 6:46:00,10,,,88,0.02,1013.1,12,,1:46 AM,4.8,ENE,5.6,60
Overcast,11/24/2014 6:51:00,10,,,89,0.02,1012.2,11.7,,1:51 AM,4.8,Calm,Calm,0
Light Rain,11/24/2014 6:59:00,10,Rain,,89,0,1012.8,11.7,,1:59 AM,2.8,ENE,7.4,70
Light Rain,11/24/2014 7:09:00,10,Rain,,89,0.01,1012.4,11.7,,2:09 AM,2.4,Variable,7.4,0
Rain,11/24/2014 7:47:00,12,Rain,,94,0.15,1011.4,13,,2:47 AM,3.2,North,-9999,0
Rain,11/24/2014 7:51:00,12.8,Rain,,93,0.16,1010.2,13.9,,2:51 AM,4,Variable,11.1,0
Rain,11/24/2014 8:29:00,13.3,Rain,,93,0.14,1009.4,14.4,,3:29 AM,2.8,Variable,9.3,0
Rain,11/24/2014 8:40:00,13.3,Rain,,90,0.18,1009,15,,3:40 AM,3.2,North,-9999,0
Rain,11/24/2014 8:51:00,13.9,Rain,,93,0.23,1008.2,15,,3:51 AM,2.8,North,-9999,0
Rain,11/24/2014 9:20:00,13.9,Rain,,90,0.17,1008.4,15.6,,4:20 AM,3.2,South,14.8,180
Light Rain,11/24/2014 9:32:00,13.9,Rain,,90,0.19,1007.7,15.6,,4:32 AM,8,Variable,11.1,0
Light Rain,11/24/2014 9:51:00,14.4,Rain,37,90,0.21,1006.7,16.1,,4:51 AM,9.7,SSW,16.7,200
Light Rain,11/24/2014 10:51:00,14.4,Rain,,90,0.03,1005.9,16.1,,5:51 AM,6.4,North,-9999,0
Overcast,11/24/2014 11:51:00,14.4,,,93,0.02,1006,15.6,,6:51 AM,11.3,South,13,180
Overcast,11/24/2014 12:51:00,14.4,,33.3,90,0.01,1005.2,16.1,,7:51 AM,11.3,South,13,170
Overcast,11/24/2014 13:51:00,15,,,90,0.01,1005.3,16.7,,8:51 AM,14.5,Variable,5.6,0
Overcast,11/24/2014 14:01:00,15.6,,,90,,1006,17.2,,9:01 AM,16.1,South,5.6,180
Overcast,11/24/2014 14:51:00,15.6,,,90,,1005,17.2,,9:51 AM,16.1,Variable,7.4,0
Overcast,11/24/2014 15:24:00,15,,,84,,1005.6,17.8,,10:24 AM,14.5,Variable,7.4,0
Overcast,11/24/2014 15:51:00,15.6,,,84,,1004.2,18.3,,10:51 AM,16.1,Variable,5.6,0
Overcast,11/24/2014 16:51:00,15,,,76,,1003.2,19.4,,11:51 AM,16.1,Variable,5.6,0
Overcast,11/24/2014 17:11:00,15,,,76,,1003.6,19.4,,12:11 PM,16.1,South,11.1,170
Overcast,11/24/2014 17:24:00,15,,,73,,1003.6,20,,12:24 PM,16.1,South,7.4,170
Overcast,11/24/2014 17:51:00,15,,,73,,1002.3,20,,12:51 PM,16.1,SSE,7.4,160
Clear,11/24/2014 18:51:00,13.9,,,65,,1001.5,20.6,,1:51 PM,16.1,South,11.1,170
Clear,11/24/2014 19:51:00,13.3,,,73,,1001.3,18.3,,2:51 PM,16.1,Variable,9.3,0
Partly Cloudy,11/24/2014 20:51:00,12.2,,,63,,1001.8,19.4,,3:51 PM,16.1,Variable,5.6,0
Clear,11/24/2014 21:51:00,12.2,,,63,,1003,19.4,,4:51 PM,16.1,North,-9999,0
Clear,11/24/2014 22:51:00,12.2,,,63,,1004.1,19.4,,5:51 PM,16.1,North,-9999,0
Clear,11/24/2014 23:51:00,12.2,,,65,,1004.8,18.9,,6:51 PM,16.1,Variable,7.4,0
Clear,11/25/2014 0:51:00,12.2,,,68,,1005,18.3,,7:51 PM,16.1,South,9.3,180
Clear,11/25/2014 1:51:00,12.8,,,70,,1006,18.3,,8:51 PM,16.1,Variable,7.4,0
Clear,11/25/2014 2:51:00,13.3,,,70,,1006.5,18.9,,9:51 PM,16.1,WSW,11.1,240
Clear,11/25/2014 3:51:00,13.9,,,73,,1006.8,18.9,,10:51 PM,16.1,North,-9999,0
Clear,11/25/2014 4:51:00,13.3,,,68,,1006.9,19.4,,11:51 PM,16.1,Variable,11.1,0
Clear,11/25/2014 5:51:00,13.3,,,68,,1007.3,19.4,,12:51 AM,16.1,Variable,5.6,0
Clear,11/25/2014 6:51:00,13.3,,,68,,1007.3,19.4,,1:51 AM,16.1,Calm,Calm,0
Clear,11/25/2014 7:51:00,13.3,,,70,,1008.2,18.9,,2:51 AM,16.1,WSW,7.4,240
Clear,11/25/2014 8:51:00,12.2,,,70,,1008.9,17.8,,3:51 AM,16.1,Variable,5.6,0
Clear,11/25/2014 9:51:00,10,,,60,,1010.3,17.8,,4:51 AM,16.1,Variable,7.4,0
Clear,11/25/2014 10:51:00,6.1,,,48,,1011.3,17.2,,5:51 AM,16.1,West,5.6,270
Clear,11/25/2014 11:51:00,4.4,,,46,,1012.3,16.1,,6:51 AM,16.1,Variable,7.4,0
Partly Cloudy,11/25/2014 12:51:00,0.6,,27.8,38,,1013.5,15,,7:51 AM,16.1,Variable,7.4,0
Scattered Clouds,11/25/2014 13:51:00,0.6,,,39,,1014.2,14.4,,8:51 AM,16.1,Variable,9.3,0
Scattered Clouds,11/25/2014 14:51:00,-0.6,,,37,,1015.5,13.9,,9:51 AM,16.1,West,14.8,280
Clear,11/25/2014 15:51:00,-3.3,,,33,,1015.8,12.8,,10:51 AM,16.1,West,16.7,280
Clear,11/25/2014 16:51:00,-3.9,,31.5,31,,1015.3,12.8,,11:51 AM,16.1,West,14.8,280
Mostly Cloudy,11/25/2014 17:51:00,-3.3,,,33,,1015.4,12.8,,12:51 PM,16.1,WNW,7.4,290
Clear,11/25/2014 18:51:00,-3.3,,,34,,1015.3,12.2,,1:51 PM,16.1,Calm,Calm,0
Clear,11/25/2014 19:51:00,-2.8,,,35,,1015.3,12.2,,2:51 PM,16.1,WSW,5.6,240
Clear,11/25/2014 20:51:00,-2.8,,,35,,1016,12.2,,3:51 PM,16.1,Calm,Calm,0
Clear,11/25/2014 21:51:00,-2.2,,,38,,1016.5,11.7,,4:51 PM,16.1,West,14.8,270
Clear,11/25/2014 22:51:00,-2.8,,,37,,1017.1,11.7,,5:51 PM,16.1,Variable,7.4,0
Clear,11/25/2014 23:51:00,-2.2,,,40,,1017.7,11.1,,6:51 PM,16.1,North,-9999,0
Clear,11/26/2014 0:51:00,-1.7,,,41,,1018.6,11.1,,7:51 PM,16.1,West,9.3,280
Clear,11/26/2014 1:51:00,-1.7,,,41,,1019.8,11.1,,8:51 PM,16.1,Variable,7.4,0
Clear,11/26/2014 2:51:00,-2.2,,,41,,1020.2,10.6,,9:51 PM,16.1,West,13,280
Clear,11/26/2014 3:51:00,-2.2,,,41,,1021,10.6,,10:51 PM,16.1,Variable,11.1,0
Clear,11/26/2014 4:51:00,-2.8,,,39,,1021.2,10.6,,11:51 PM,16.1,Variable,9.3,0
Clear,11/26/2014 5:51:00,-2.8,,,39,,1020.9,10.6,,12:51 AM,16.1,Variable,7.4,0
Clear,11/26/2014 6:51:00,-2.8,,,39,,1021.6,10.6,,1:51 AM,16.1,WNW,9.3,290
Mostly Cloudy,11/26/2014 7:51:00,-2.8,,,41,,1022.7,10,,2:51 AM,16.1,Variable,5.6,0
Overcast,11/26/2014 8:51:00,-2.8,,,41,,1021.6,10,,3:51 AM,16.1,Variable,7.4,0
Overcast,11/26/2014 9:51:00,-2.2,,,46,,1019.8,8.9,,4:51 AM,16.1,Variable,11.1,0
Overcast,11/26/2014 10:51:00,-0.6,,,56,,1019.5,7.8,,5:51 AM,16.1,ENE,13,60
Light Rain,11/26/2014 11:51:00,0,Rain,29.6,65,0.01,1020.7,6.1,,6:51 AM,12.9,NE,13,40
Rain,11/26/2014 12:51:00,1.7,Rain,,83,0.08,1021.3,4.4,,7:51 AM,9.7,ENE,13,60
Light Rain,11/26/2014 13:04:00,1.7,Rain,27.8,83,0.02,1021.2,4.4,,8:04 AM,6.4,NE,18.5,50
Light Rain,11/26/2014 13:35:00,1.7,Rain,,86,0.08,1020.2,3.9,,8:35 AM,6.4,NE,13,40
Rain,11/26/2014 13:51:00,1.1,Rain,31.5,86,0.1,1019.2,3.3,,8:51 AM,4.8,ENE,16.7,60
Rain,11/26/2014 14:04:00,1.1,Rain,,86,0.03,1020.5,3.3,,9:04 AM,4,NE,14.8,50
Light Rain,11/26/2014 14:27:00,0.6,Rain,,86,0.09,1020.9,2.8,,9:27 AM,2.8,NE,13,50
Light Rain,11/26/2014 14:47:00,1,Rain,,93,0.14,1020.9,2,,9:47 AM,2,NE,5.6,40
Rain,11/26/2014 14:51:00,0.6,Rain,,89,0.14,1019.8,2.2,,9:51 AM,2,NE,11.1,40
Light Snow,11/26/2014 15:51:00,-0.6,Snow,,85,0.11,1019.5,1.7,,10:51 AM,1.6,ENE,13,60
Light Snow,11/26/2014 16:01:00,-0.6,Snow,,89,0.02,1019.5,1.1,,11:01 AM,1.2,ENE,13,60
Light Snow,11/26/2014 16:22:00,-0.6,Snow,,89,0.07,1018.2,1.1,,11:22 AM,2,NNE,9.3,30
Rain,11/26/2014 16:51:00,-0.6,Rain,,89,0.12,1016.4,1.1,,11:51 AM,2,ENE,14.8,60
Light Snow,11/26/2014 17:51:00,-0.6,Snow,,85,0.14,1016.5,1.7,,12:51 PM,2,NNE,9.3,30
Light Snow,11/26/2014 18:51:00,-0.6,Snow,29.6,89,0.13,1013.3,1.1,,1:51 PM,2,NE,13,40
Light Rain,11/26/2014 19:21:00,0,Rain,25.9,89,0.06,1013.8,1.7,,2:21 PM,4.8,NNE,14.8,30
Rain,11/26/2014 19:37:00,0,Rain,33.3,86,0.09,1012.4,2.2,,2:37 PM,4,NE,13,50
Light Rain,11/26/2014 19:47:00,0,Rain,37,87,0.11,1011.7,2,,2:47 PM,6.4,NE,13,50
Light Rain,11/26/2014 19:51:00,0,Rain,37,86,0.11,1010.7,2.2,,2:51 PM,6.4,NE,20.4,50
Rain,11/26/2014 20:21:00,0,Rain,31.5,86,0.02,1011.7,2.2,,3:21 PM,4,NE,14.8,50
Light Rain,11/26/2014 20:36:00,0,Rain,37,86,0.05,1011.1,2.2,,3:36 PM,4.8,NNE,22.2,30
Light Rain,11/26/2014 20:51:00,0,Rain,35.2,86,0.06,1009.9,2.2,,3:51 PM,6.4,NNE,24.1,20
Light Rain,11/26/2014 21:13:00,0,Rain,42.6,86,0.03,1009.7,2.2,,4:13 PM,6.4,NNE,27.8,30
Overcast,11/26/2014 21:51:00,0.6,,53.7,86,0.05,1008.9,2.8,,4:51 PM,9.7,NNE,29.6,20
Light Rain,11/26/2014 22:48:00,1,Rain,,93,0.05,1009.4,2,,5:48 PM,4.8,NNE,14.8,30
Light Rain,11/26/2014 22:51:00,0.6,Rain,,89,0.05,1008.7,2.2,,5:51 PM,4,NNE,13,30
Light Rain,11/26/2014 23:01:00,0.6,Rain,29.6,89,0.01,1009.7,2.2,,6:01 PM,4.8,North,13,360
Overcast,11/26/2014 23:51:00,0,,33.3,86,0.03,1008.3,2.2,,6:51 PM,8,North,14.8,350
Light Rain,11/27/2014 0:51:00,0,Rain,,89,0.04,1008.9,1.7,,7:51 PM,4.8,North,13,350
Overcast,11/27/2014 1:51:00,0,,25.9,89,0.03,1008.9,1.7,,8:51 PM,6.4,NNW,16.7,340
Light Snow,11/27/2014 2:51:00,-0.6,Snow,,85,0.03,1009.1,1.7,,9:51 PM,8,North,-9999,0
Overcast,11/27/2014 3:49:00,0,,,87,0.01,1010,2,,10:49 PM,16.1,Variable,11.1,0
Overcast,11/27/2014 3:51:00,0,,,89,0.01,1009.5,1.7,,10:51 PM,16.1,Variable,9.3,0
Overcast,11/27/2014 4:49:00,0,,,87,,1010.7,2,,11:49 PM,16.1,NNW,14.8,330
Overcast,11/27/2014 4:51:00,0,,,89,,1010.2,1.7,,11:51 PM,16.1,North,13,360
Overcast,11/27/2014 5:15:00,-0.6,,,85,,1011.4,1.7,,12:15 AM,16.1,North,11.1,360
Overcast,11/27/2014 5:37:00,-0.6,,,82,,1011.4,2.2,,12:37 AM,16.1,Variable,5.6,0
Overcast,11/27/2014 5:51:00,-0.6,,,82,,1010.8,2.2,,12:51 AM,16.1,Variable,9.3,0
Overcast,11/27/2014 6:51:00,-1.1,,,79,,1011.8,2.2,,1:51 AM,16.1,Variable,11.1,0
Overcast,11/27/2014 7:51:00,-1.7,,,76,,1012.6,2.2,,2:51 AM,16.1,NW,7.4,310
Overcast,11/27/2014 8:51:00,-1.1,,,79,,1013,2.2,,3:51 AM,16.1,NW,11.1,310
Overcast,11/27/2014 9:51:00,-1.1,,,79,,1013.6,2.2,,4:51 AM,16.1,NW,5.6,320
Overcast,11/27/2014 10:35:00,-1.1,,,79,,1014.4,2.2,,5:35 AM,16.1,Variable,5.6,0
Overcast,11/27/2014 10:51:00,-1.1,,,79,,1014.1,2.2,,5:51 AM,16.1,Variable,5.6,0
Overcast,11/27/2014 11:11:00,-1.1,,,79,,1014.8,2.2,,6:11 AM,16.1,WNW,7.4,290
Overcast,11/27/2014 11:19:00,-1.1,,,79,,1014.8,2.2,,6:19 AM,16.1,Calm,Calm,0
Overcast,11/27/2014 11:51:00,-1.1,,,76,,1014.5,2.8,,6:51 AM,16.1,Variable,5.6,0
Overcast,11/27/2014 12:36:00,-0.6,,,79,,1015.5,2.8,,7:36 AM,16.1,Calm,Calm,0
Overcast,11/27/2014 12:51:00,-1.1,,,76,,1015,2.8,,7:51 AM,16.1,Calm,Calm,0
Overcast,11/27/2014 13:04:00,-1.1,,,76,,1015.8,2.8,,8:04 AM,16.1,NNW,5.6,340
Overcast,11/27/2014 13:51:00,-1.1,,,76,,1015.5,2.8,,8:51 AM,16.1,Variable,7.4,0
Overcast,11/27/2014 14:36:00,-1.7,,,73,,1016.5,2.8,,9:36 AM,16.1,Variable,7.4,0
Overcast,11/27/2014 14:51:00,-1.1,,,79,,1016,2.2,,9:51 AM,16.1,NW,7.4,310
Overcast,11/27/2014 15:02:00,-1.1,,,79,,1016.8,2.2,,10:02 AM,16.1,Variable,9.3,0
Overcast,11/27/2014 15:10:00,-1.1,,,76,,1016.8,2.8,,10:10 AM,16.1,WNW,9.3,300
Overcast,11/27/2014 15:22:00,-1.1,,,79,,1016.8,2.2,,10:22 AM,16.1,WNW,7.4,290
Light Snow,11/27/2014 15:51:00,-0.6,Snow,,85,0,1015.9,1.7,,10:51 AM,3.2,NW,9.3,320
Light Snow,11/27/2014 15:59:00,-0.6,Snow,,85,0,1016.5,1.7,,10:59 AM,4.8,Variable,5.6,0
Light Snow,11/27/2014 16:19:00,-0.6,Snow,,85,0.01,1016.5,1.7,,11:19 AM,2.8,NW,9.3,310
Light Snow,11/27/2014 16:30:00,-0.6,Snow,,85,0.01,1016.5,1.7,,11:30 AM,3.2,WNW,9.3,300
Light Snow,11/27/2014 16:41:00,-0.6,Snow,,85,0.01,1016.1,1.7,,11:41 AM,4.8,NW,11.1,310
Light Snow,11/27/2014 16:51:00,0,Snow,,89,0.02,1015.5,1.7,,11:51 AM,4.8,WNW,7.4,300
Light Snow,11/27/2014 17:05:00,0,Snow,,86,0,1016.1,2.2,,12:05 PM,9.7,Calm,Calm,0
Overcast,11/27/2014 17:51:00,0,,,82,0,1015.2,2.8,,12:51 PM,16.1,Variable,7.4,0
Overcast,11/27/2014 18:01:00,-0.6,,,82,,1015.8,2.2,,1:01 PM,16.1,WNW,11.1,300
Overcast,11/27/2014 18:51:00,0,,,82,,1014.9,2.8,,1:51 PM,16.1,Calm,Calm,0
Overcast,11/27/2014 19:12:00,-0.6,,,79,,1015.8,2.8,,2:12 PM,16.1,Calm,Calm,0
Overcast,11/27/2014 19:41:00,0,,,82,,1015.8,2.8,,2:41 PM,16.1,Variable,7.4,0
Overcast,11/27/2014 19:51:00,-0.6,,,79,,1015.2,2.8,,2:51 PM,16.1,North,-9999,0
Overcast,11/27/2014 20:00:00,-0.6,,,79,,1016.1,2.8,,3:00 PM,16.1,Calm,Calm,0
Overcast,11/27/2014 20:51:00,-1.1,,,76,,1015.5,2.8,,3:51 PM,16.1,North,-9999,0
Overcast,11/27/2014 21:51:00,-1.7,,,73,,1015.9,2.8,,4:51 PM,16.1,Variable,11.1,0
Overcast,11/27/2014 22:51:00,-3.3,,,65,,1016.5,2.8,,5:51 PM,16.1,Variable,7.4,0
Overcast,11/27/2014 23:05:00,-2.8,,,67,,1017.5,2.8,,6:05 PM,16.1,Variable,11.1,0
Overcast,11/27/2014 23:51:00,-3.3,,,65,,1016.9,2.8,,6:51 PM,16.1,Variable,9.3,0
Overcast,11/28/2014 0:51:00,-3.3,,,65,,1017.2,2.8,,7:51 PM,16.1,Variable,7.4,0
Overcast,11/28/2014 1:51:00,-3.9,,,64,,1017.3,2.2,,8:51 PM,16.1,NW,14.8,320
Overcast,11/28/2014 2:51:00,-4.4,,25.9,62,,1017.7,2.2,,9:51 PM,16.1,NW,11.1,310
Overcast,11/28/2014 3:51:00,-4.4,,27.8,62,,1017.8,2.2,,10:51 PM,16.1,WNW,16.7,300
Partly Cloudy,11/28/2014 4:51:00,-4.4,,,67,,1017.6,1.1,,11:51 PM,16.1,North,-9999,0
Clear,11/28/2014 5:51:00,-5,,,66,,1017.8,0.6,,12:51 AM,16.1,WNW,9.3,290
Clear,11/28/2014 6:51:00,-5,,,69,,1018.4,0,,1:51 AM,16.1,Variable,7.4,0
Clear,11/28/2014 7:51:00,-6.1,,,64,,1018.5,0,,2:51 AM,16.1,WNW,9.3,290
Clear,11/28/2014 8:51:00,-6.1,,,67,,1018.7,-0.6,,3:51 AM,16.1,WNW,14.8,290
Clear,11/28/2014 9:51:00,-6.1,,,67,,1018.8,-0.6,,4:51 AM,16.1,Variable,7.4,0
Partly Cloudy,11/28/2014 10:51:00,-6.1,,,67,,1019.2,-0.6,,5:51 AM,16.1,Variable,5.6,0
Clear,11/28/2014 11:51:00,-6.1,,,67,,1020.3,-0.6,,6:51 AM,16.1,NW,13,310
Clear,11/28/2014 12:51:00,-5.6,,,66,,1020.7,0,,7:51 AM,16.1,Variable,7.4,0
Clear,11/28/2014 13:51:00,-6.1,,,61,,1021.7,0.6,,8:51 AM,16.1,North,-9999,0
Clear,11/28/2014 14:51:00,-7.8,,37,52,,1022,1.1,,9:51 AM,16.1,Variable,9.3,0
Partly Cloudy,11/28/2014 15:51:00,-7.8,,,50,,1021.8,1.7,,10:51 AM,16.1,WNW,13,300
Mostly Cloudy,11/28/2014 16:51:00,-7.8,,,48,,1021.2,2.2,,11:51 AM,16.1,NW,14.8,310
Overcast,11/28/2014 17:51:00,-7.2,,35.2,50,,1021.1,2.2,,12:51 PM,16.1,Variable,9.3,0
